size,processes,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
128,1,0.7427643891423941,0.7262670770287514,0.7243907805532217,0.7336625643074512,0.7199376877397299,0.7196138612926006,0.7316670008003712,0.7288240548223257,0.7225283849984407,0.7736750990152359
256,1,3.561734527349472,3.5713532343506813,3.5869714859873056,3.559725461527705,3.558649295940995,3.5690251737833023,3.5428494345396757,3.597922708839178,3.557037156075239,3.6132943145930767
512,1,28.92216040380299,28.899465791881084,28.91311001032591,28.84792983531952,28.802524970844388,28.8765582870692,28.908140609040856,28.89617707207799,28.899557661265135,28.815838780254126
1024,1,284.5449655149132,284.28771111369133,285.03244954906404,284.6160984579474,285.0763939283788,282.1585103273392,284.76677422225475,282.6818229034543,280.81412620842457,281.52160259895027
128,2,0.8745171427726746,0.8387305252254009,0.6485949344933033,0.7760876659303904,0.6466168779879808,0.6649532318115234,0.6577240861952305,0.7037457246333361,0.761850381270051,0.8294280264526606
256,2,2.825803043320775,3.493689091876149,2.9689100570976734,3.0130732152611017,2.789322592318058,2.827816903591156,3.042101301252842,3.1970942839980125,2.6177677009254694,3.135421946644783
512,2,14.332006802782416,12.943107897415757,13.429854463785887,11.763374462723732,13.195140048861504,13.136454578489065,14.667173543944955,15.074351359158754,14.809049479663372,14.168633092194796
1024,2,117.50318272411823,106.27963590808213,127.36014142259955,101.78515290282667,118.01330937817693,117.26553428918123,108.99600479193032,117.57243209704757,108.0733862053603,107.4237503837794
128,4,0.7070502880960703,0.6831177212297916,0.7539707757532597,0.6042944379150867,0.7252773679792881,0.6202305965125561,0.7289753835648298,0.7050059661269188,0.6717434879392385,0.7522820830345154
256,4,1.8236416354775429,1.9501907583326101,1.5352392848581076,1.9378881826996803,1.9330537430942059,1.8240118902176619,1.6273039933294058,1.8400355000048876,1.8931737765669823,1.8793487325310707
512,4,7.807167565450072,7.8694186098873615,7.0506690461188555,7.808632742613554,7.304294113069773,8.212319837883115,7.649164428934455,7.765745839104056,7.1811048705130816,7.888279410079122
1024,4,52.0857746489346,57.238806772977114,52.27156278677285,55.53640035353601,55.24769361317158,64.87827102467418,43.97957108914852,57.78064882941544,61.473652670159936,57.58423540368676
128,8,0.692342858761549,0.6995358262211084,0.6128956582397223,0.7011211756616831,0.8036079220473766,0.7937547769397497,0.6990988850593567,0.6859228480607271,0.7291844412684441,0.6955151949077845
256,8,1.9009583350270987,2.218383364379406,1.4778687544167042,2.658126048743725,2.657878812402487,2.361820353195071,1.9799762107431889,1.3926612250506878,1.4417954590171576,1.4151745978742838
512,8,5.548621060326695,4.966894904151559,5.063280187547207,4.995880967006087,5.771854626014829,5.415600314736366,5.4164653066545725,4.898303736001253,5.2878975458443165,4.976503029465675
1024,8,32.18595163337886,36.338516019284725,44.269131971523166,28.809751803055406,26.77686163596809,31.449714509770274,39.63438026420772,39.291917718946934,37.17314991354942,31.850702460855246
128,12,0.7564109396189451,0.7176726944744587,0.8757081087678671,0.7014003898948431,0.709560789167881,0.6569715924561024,0.6887923590838909,0.715358717367053,0.6886056084185839,0.6795690357685089
256,12,1.3412917088717222,1.3432963844388723,1.3195967189967632,1.2868751492351294,1.298878725618124,1.3845131788402796,1.3337362445890903,1.568315653130412,1.3406027723103762,1.42776657640934
512,12,4.429301641881466,4.386040503159165,3.940255094319582,4.02281186170876,4.2728303745388985,4.3990659937262535,4.461956704035401,4.005577148869634,4.103227516636252,4.23716301843524
1024,12,22.559729827567935,23.396402958780527,18.770813593640924,22.3492485973984,26.27120791003108,21.610796455293894,22.68633522465825,18.875676691532135,18.597452890127897,24.563993953168392
128,16,0.7182077188044786,0.7416862845420837,0.732486916705966,0.7472636699676514,0.7512657977640629,0.729761578142643,0.7538598496466875,0.7400536760687828,0.7399380393326283,0.7260998170822859
256,16,1.3133932873606682,1.351673936471343,1.2771495133638382,1.3142548650503159,1.2705454286187887,1.2787321042269468,1.280190272256732,1.2845328394323587,1.2741612270474434,1.2476527001708746
512,16,3.524318803101778,3.459154399111867,3.477751936763525,3.459056479856372,3.545920506119728,3.492123242467642,3.468712657690048,3.4804592486470938,3.470302177593112,3.513459224253893
1024,16,24.961141262203455,19.34145866893232,18.057317540049553,17.865645732730627,18.73797888495028,20.998505072668195,22.541817758232355,18.362609889358282,18.983049483969808,24.762193653732538
128,20,0.7863874118775129,0.8383346274495125,1.3188841007649899,1.2166049610823393,0.7470371332019567,0.8017350155860186,0.7583377566188574,0.8931256011128426,0.8213406465947628,0.7140102609992027
256,20,1.3488743118941784,1.2808035723865032,1.2771413959562778,1.3094648830592632,1.2745244093239307,1.265285475179553,1.5075030196458101,1.2892883848398924,1.5325788147747517,1.2707428708672523
512,20,3.2723738998174667,3.1298737097531557,3.1308832932263613,3.112264961004257,3.4525597989559174,3.3130561765283346,3.3285815119743347,3.100695515051484,3.0652448013424873,3.0681168623268604
1024,20,15.283574249595404,14.692214146256447,15.43810204975307,14.43177681043744,17.360872875899076,21.670375678688288,13.9491414912045,14.821965442970395,16.2470536287874,14.728691216558218
128,24,0.8128630574792624,1.474387388676405,0.8671609647572041,0.8040819633752108,0.817208556458354,1.0600606054067612,0.8492996767163277,0.7991252522915602,0.7976808194071054,0.8056115321815014
256,24,1.302854472771287,1.2557034865021706,1.403473425656557,1.303316468372941,1.343344183638692,1.3733566794544458,1.2730008587241173,1.3040152676403522,2.1517539769411087,1.504927584901452
512,24,2.900119910016656,3.0001732613891363,3.078095095232129,4.747012155130506,3.0554205253720284,2.8761648293584585,4.371071903035045,3.1578902304172516,2.96014785207808,2.9678437542170286
1024,24,12.22528786584735,12.105048241093755,12.268188189715147,12.39963223785162,12.570638455450535,13.164973946288228,12.571044141426682,13.534244254231453,12.976658128201962,12.665286147966981
128,28,1.1109070498496294,0.8679949138313532,1.4005101900547743,1.220687372609973,0.826105710119009,0.8927396554499865,0.8877606336027384,0.9137908089905977,0.8690414670854807,0.9106455817818642
256,28,2.0629543401300907,1.353147542104125,1.345869854092598,1.336636172607541,1.4175122920423746,1.4722839202731848,1.3789739329367876,2.1054417565464973,1.334160117432475,1.3213216550648212
512,28,2.7961386758834124,2.8907060101628304,2.816533897072077,2.807369701564312,2.8801921475678682,3.0127285104244947,3.007211647927761,3.232802204787731,2.760073898360133,3.0196579173207283
1024,28,11.463018098846078,11.985834926366806,11.466975079849362,11.97232886776328,11.60947790928185,12.50338677316904,11.301134111359715,11.661303963512182,11.921831786632538,11.669530170038342
128,32,1.3076411336660385,0.9300079103559256,0.8965992983430624,0.9123248588293791,0.8878775238990784,0.8792654611170292,0.8776074573397636,0.9131325446069241,0.9350955113768578,0.8823696598410606
256,32,1.4418688341975212,1.3299606330692768,2.147318512201309,1.3263738341629505,2.278603821992874,1.3263266254216433,1.3318462297320366,1.4736783392727375,1.359329042956233,1.7579842805862427
512,32,2.7446817345917225,3.286531699821353,2.9079639054834843,4.022624900564551,2.984087225049734,2.931448385119438,2.796275869011879,3.048075281083584,3.8520098496228456,2.807012304663658
1024,32,11.87845784612,11.84324805997312,13.818822380155325,11.292096292600036,11.644873796030879,12.300323521718383,11.675567537546158,11.640556739643216,11.715609004721045,12.101195184513927
